A_p,CM angle
67.9924,38.61
68.0425,38.52
68.0927,38.43
68.1428,38.34
68.1929,38.25
68.2431,38.16
68.2932,38.07
68.3434,37.98
68.3935,37.89
68.4437,37.8
68.4939,37.71
68.5441,37.62
68.5943,37.53
68.6445,37.44
68.6947,37.35
68.7449,37.26
68.7951,37.17
68.8454,37.08
68.8956,36.99
68.9459,36.9
68.9961,36.81
69.0464,36.72
69.0967,36.63
69.147,36.54
69.1972,36.45
69.2475,36.36
69.2978,36.27
69.3482,36.18
69.3985,36.09
69.4488,36
69.4991,35.91
69.5495,35.82
69.5998,35.73
69.6502,35.64
69.7005,35.55
69.7509,35.46
69.8013,35.37
69.8517,35.28
69.9021,35.19
69.9525,35.1
70.0029,35.01
70.0533,34.92
70.1037,34.83
70.1541,34.74
70.2046,34.65
70.255,34.56
70.3055,34.47
70.3559,34.38
70.4064,34.29
70.4569,34.2
70.5074,34.11
70.5578,34.02
70.6083,33.93
70.6588,33.84
70.7093,33.75
70.7599,33.66
70.8104,33.57
70.8609,33.48
70.9115,33.39
70.962,33.3
71.0125,33.21
71.0631,33.12
71.1137,33.03
71.1642,32.94
71.2148,32.85
71.2654,32.76
71.316,32.67
71.3666,32.58
71.4172,32.49
71.4678,32.4
71.5184,32.31
71.5691,32.22
71.6197,32.13
71.6703,32.04
71.721,31.95
71.7716,31.86
71.8223,31.77
71.873,31.68
71.9237,31.59
71.9743,31.5
72.025,31.41
72.0757,31.32
72.1264,31.23
72.1771,31.14
72.2278,31.05
72.2786,30.96
72.3293,30.87
72.38,30.78
72.4308,30.69
72.4815,30.6
72.5323,30.51
72.583,30.42
72.6338,30.33
72.6846,30.24
72.7354,30.15
72.7861,30.06
72.8369,29.97
72.8877,29.88
72.9386,29.79
72.9894,29.7
73.0402,29.61
73.091,29.52
73.1418,29.43
73.1927,29.34
73.2435,29.25
73.2944,29.16
73.3452,29.07
73.3961,28.98
73.447,28.89
73.4978,28.8
73.5487,28.71
73.5996,28.62
73.6505,28.53
73.7014,28.44
73.7523,28.35
73.8032,28.26
73.8542,28.17
73.9051,28.08
73.956,27.99
74.007,27.9
74.0579,27.81
74.1088,27.72
74.1598,27.63
74.2108,27.54
74.2617,27.45
74.3127,27.36
74.3637,27.27
74.4147,27.18
74.4657,27.09
74.5167,27
74.5677,26.91
74.6187,26.82
74.6697,26.73
74.7207,26.64
74.7718,26.55
74.8228,26.46
74.8738,26.37
74.9249,26.28
74.9759,26.19
75.027,26.1
75.078,26.01
75.1291,25.92
75.1802,25.83
75.2313,25.74
75.2824,25.65
75.3334,25.56
75.3845,25.47
75.4356,25.38
75.4868,25.29
75.5379,25.2
75.589,25.11
75.6401,25.02
75.6912,24.93
75.7424,24.84
75.7935,24.75
75.8447,24.66
75.8958,24.57
75.947,24.48
75.9981,24.39
76.0493,24.3
76.1005,24.21
76.1517,24.12
76.2028,24.03
76.254,23.94
76.3052,23.85
76.3564,23.76
76.4076,23.67
76.4589,23.58
76.5101,23.49
76.5613,23.4
76.6125,23.31
76.6637,23.22
76.715,23.13
76.7662,23.04
76.8175,22.95
76.8687,22.86
76.92,22.77
76.9713,22.68
77.0225,22.59
77.0738,22.5
77.1251,22.41
77.1764,22.32
77.2276,22.23
77.2789,22.14
77.3302,22.05
77.3815,21.96
77.4329,21.87
77.4842,21.78
77.5355,21.69
77.5868,21.6
77.6381,21.51
77.6895,21.42
77.7408,21.33
77.7921,21.24
77.8435,21.15
77.8948,21.06
77.9462,20.97
77.9976,20.88
78.0489,20.79
78.1003,20.7
78.1517,20.61
78.2031,20.52
78.2544,20.43
78.3058,20.34
78.3572,20.25
78.4086,20.16
78.46,20.07
78.5114,19.98
78.5628,19.89
78.6143,19.8
78.6657,19.71
78.7171,19.62
78.7685,19.53
78.82,19.44
78.8714,19.35
78.9229,19.26
78.9743,19.17
79.0258,19.08
79.0772,18.99
79.1287,18.9
79.1801,18.81
79.2316,18.72
79.2831,18.63
79.3346,18.54
79.386,18.45
79.4375,18.36
79.489,18.27
79.5405,18.18
79.592,18.09
79.6435,18
79.695,17.91
79.7465,17.82
79.798,17.73
79.8496,17.64
79.9011,17.55
79.9526,17.46
80.0041,17.37
80.0557,17.28
80.1072,17.19
80.1588,17.1
80.2103,17.01
80.2619,16.92
80.3134,16.83
80.365,16.74
80.4165,16.65
80.4681,16.56
80.5197,16.47
80.5712,16.38
80.6228,16.29
80.6744,16.2
80.726,16.11
80.7776,16.02
80.8292,15.93
80.8808,15.84
80.9324,15.75
80.984,15.66
81.0356,15.57
81.0872,15.48
81.1388,15.39
81.1904,15.3
81.242,15.21
81.2937,15.12
81.3453,15.03
81.3969,14.94
81.4486,14.85
81.5002,14.76
81.5518,14.67
81.6035,14.58
81.6551,14.49
81.7068,14.4
81.7584,14.31
81.8101,14.22
81.8618,14.13
81.9134,14.04
81.9651,13.95
82.0168,13.86
82.0684,13.77
82.1201,13.68
82.1718,13.59
82.2235,13.5
82.2752,13.41
82.3269,13.32
82.3786,13.23
82.4303,13.14
82.482,13.05
82.5337,12.96
82.5854,12.87
82.6371,12.78
82.6888,12.69
82.7405,12.6
82.7922,12.51
82.8439,12.42
82.8957,12.33
82.9474,12.24
82.9991,12.15
83.0509,12.06
83.1026,11.97
83.1543,11.88
83.2061,11.79
83.2578,11.7
83.3096,11.61
83.3613,11.52
83.4131,11.43
83.4648,11.34
83.5166,11.25
83.5683,11.16
83.6201,11.07
83.6718,10.98
83.7236,10.89
83.7754,10.8
83.8272,10.71
83.8789,10.62
83.9307,10.53
83.9825,10.44
84.0343,10.35
84.0861,10.26
84.1378,10.17
84.1896,10.08
84.2414,9.99
84.2932,9.9
84.345,9.81
84.3968,9.72
84.4486,9.63
84.5004,9.54
84.5522,9.45
84.604,9.36
84.6558,9.27
84.7076,9.18
84.7595,9.09
84.8113,9
84.8631,8.91
84.9149,8.82
84.9667,8.73
85.0186,8.64
85.0704,8.55
85.1222,8.46
85.174,8.37
85.2259,8.28
85.2777,8.19
85.3295,8.1
85.3814,8.01
85.4332,7.92
85.4851,7.83
85.5369,7.74
85.5888,7.65
85.6406,7.56
85.6924,7.47
85.7443,7.38
85.7962,7.29
85.848,7.2
85.8999,7.11
85.9517,7.02
86.0036,6.93
86.0554,6.84
86.1073,6.75
86.1592,6.66
86.211,6.57
86.2629,6.48
86.3148,6.39
86.3666,6.3
86.4185,6.21
86.4704,6.12
86.5223,6.03
86.5741,5.94
86.626,5.85
86.6779,5.76
86.7298,5.67
86.7816,5.58
86.8335,5.49
86.8854,5.4
86.9373,5.31
86.9892,5.22
87.0411,5.13
87.093,5.04
87.1448,4.95
87.1967,4.86
87.2486,4.77
87.3005,4.68
87.3524,4.59
87.4043,4.5
87.4562,4.41
87.5081,4.32
87.56,4.23
87.6119,4.14
87.6638,4.05
87.7157,3.96
87.7676,3.87
87.8195,3.78
87.8714,3.69
87.9233,3.6
87.9752,3.51
88.0271,3.42
88.079,3.33
88.131,3.24
88.1829,3.15
88.2348,3.06
88.2867,2.97
88.3386,2.88
88.3905,2.79
88.4424,2.7
88.4943,2.61
88.5462,2.52
88.5982,2.43
88.6501,2.34
88.702,2.25
88.7539,2.16
88.8058,2.07
88.8577,1.98
88.9097,1.89
88.9616,1.8
89.0135,1.71
89.0654,1.62
89.1173,1.53
89.1693,1.44
89.2212,1.35
89.2731,1.26
89.325,1.17
89.3769,1.08
89.4289,0.99
89.4808,0.9
89.5327,0.81
89.5846,0.72
89.6365,0.63
89.6885,0.54
89.7404,0.45
89.7923,0.36
89.8442,0.27
89.8962,0.18
89.9481,0.09
90,0
